user_id,group,click,completed,time_spent,page_views,steps_reached,bounce
1522,A,1,0,14.05,6,3,1
1523,A,1,1,105.56,3,5,0
1524,A,0,0,22.88,3,2,0
1525,A,1,1,118.21,6,6,0
1526,A,0,0,29.3,2,4,0
1527,A,1,1,115.26,6,5,0
1528,A,1,1,104.64,3,5,0
1529,B,0,1,114.19,3,4,0
1530,B,1,1,132.12,5,5,0
1531,B,0,0,34.15,4,3,0
1532,B,1,0,16.67,2,2,0
1533,B,1,1,119.66,5,4,0
1534,A,0,1,99.71,3,5,0
1535,A,1,1,109.42,4,6,0
1536,B,0,0,26.18,2,1,0
1537,A,0,0,23.73,2,4,0
1538,B,0,1,125.89,4,4,0
1539,B,0,0,30.05,1,3,0
1540,A,1,1,99.4,6,6,0
1541,A,0,0,19.53,1,2,0
1542,A,1,1,95.04,5,5,0
1543,B,1,0,33.28,4,1,0
1544,A,1,1,114.85,6,5,0
1545,B,1,1,120.29,7,4,0
1546,B,1,1,143.21,5,5,0
1547,B,1,1,124.85,5,4,0
1548,A,1,1,126.36,7,6,0
1549,A,0,1,100.29,2,5,0
1550,B,1,1,107.73,1,5,0
1551,A,0,1,112.83,3,5,0
1552,A,0,0,25.74,7,2,0
1553,A,0,0,24.24,5,4,0
1554,B,0,0,27.15,1,3,0
1555,B,0,0,30.79,2,2,0
1556,A,1,0,20.42,4,4,0
1557,B,0,1,124.98,1,4,0
1558,A,1,1,118.1,7,6,0
1559,A,0,0,25.29,3,4,0
1560,A,0,0,28.27,3,2,0
1561,A,1,0,22.38,4,4,0
1562,B,1,0,28.95,2,2,0
1563,B,0,0,24.08,1,1,0
1564,B,1,1,124.3,6,5,0
1565,A,0,0,5.0,3,3,1
1566,A,1,1,100.92,7,5,0
1567,A,1,1,107.02,3,5,0
1568,B,0,0,34.38,1,3,0
1569,A,1,1,104.78,3,6,0
1570,B,0,0,33.09,2,1,0
1571,B,1,0,17.92,1,1,0
1572,B,0,0,30.66,1,2,0
1573,B,0,0,20.92,2,1,0
1574,B,0,0,23.75,3,3,0
1575,B,0,0,29.88,1,3,0
1576,A,1,1,123.32,6,6,0
1577,A,1,0,26.6,3,2,0
1578,B,1,0,31.11,1,1,0
1579,B,0,0,30.88,1,2,0
1580,A,1,1,99.44,3,6,0
1581,B,0,0,27.74,2,2,0
1582,B,1,1,132.27,3,5,0
1583,A,1,1,91.38,1,6,0
1584,B,0,0,34.56,5,3,0
1585,B,1,1,124.11,7,5,0
1586,B,1,1,136.26,2,5,0
1587,A,1,1,119.53,4,6,0
1588,A,1,0,12.29,7,3,1
1589,A,0,0,19.93,3,3,0
1590,B,1,0,25.87,1,2,0
1591,B,0,0,20.12,1,3,0
1592,A,1,1,95.61,11,5,0
1593,B,1,1,150.0,9,4,0
1594,B,0,0,34.66,2,2,0
1595,B,1,1,147.17,1,5,0
1596,B,1,0,35.97,3,1,0
1597,B,1,1,120.58,7,4,0
1598,A,1,1,103.42,7,6,0
1599,B,1,0,34.53,2,3,0
1600,A,1,1,113.25,5,6,0
1601,B,0,0,27.54,3,3,0
1602,A,1,0,13.43,1,3,1
1603,B,0,0,40.0,1,2,0
1604,A,1,1,106.31,3,5,0
1605,B,1,1,124.74,2,4,0
1606,A,1,1,109.36,4,5,0
1607,B,0,0,29.54,3,3,0
1608,A,1,0,24.86,5,4,0
1609,B,0,0,38.72,2,1,0
1610,A,1,1,106.51,6,5,0
1611,A,1,0,15.86,2,4,0
1612,B,1,1,126.38,3,4,0
1613,B,1,1,123.36,2,4,0
1614,A,1,1,125.09,1,6,0
1615,B,0,0,38.03,2,2,0
1616,A,1,1,109.29,6,6,0
1617,A,0,1,92.66,4,5,0
1618,A,1,0,15.42,6,2,0
1619,B,1,0,31.09,2,3,0
1620,A,0,1,112.04,5,5,0
1621,A,1,0,21.38,6,4,0
1622,B,0,0,28.12,2,1,0
1623,B,0,0,27.44,6,2,0
1624,B,0,1,127.77,4,4,0
1625,B,0,0,16.7,1,1,0
1626,A,1,0,16.29,1,3,0
1627,A,1,1,100.48,6,6,0
1628,A,0,1,122.49,7,5,0
1629,A,1,1,98.23,6,6,0
1630,B,1,0,32.08,1,2,0
1631,A,1,1,110.72,6,6,0
1632,A,1,1,123.57,6,5,0
1633,B,0,0,38.58,1,3,0
1634,A,1,1,107.31,3,6,0
1635,A,1,1,102.29,6,5,0
1636,A,1,1,100.03,2,5,0
1637,A,0,1,105.11,7,6,0
1638,A,1,1,102.79,6,5,0
1639,A,1,1,114.64,2,5,0
1640,B,0,0,33.52,4,3,0
1641,B,1,1,133.92,5,5,0
1642,A,1,1,123.11,5,5,0
1643,A,1,0,37.04,2,4,0
1644,B,0,0,31.75,4,3,0
1645,A,0,1,121.19,6,6,0
1646,A,1,1,103.78,7,6,0
1647,A,1,1,122.22,4,6,0
1648,B,1,1,138.62,5,4,0
1649,A,0,0,31.06,3,4,0
1650,B,0,0,31.56,4,2,0
1651,A,1,1,99.98,6,6,0
1652,B,1,1,114.05,4,5,0
1653,B,0,0,30.76,3,1,0
1654,A,1,1,126.4,7,6,0
1655,B,1,1,124.9,7,5,0
1656,A,1,1,117.42,4,6,0
1657,B,0,1,136.44,7,5,0
1658,A,0,1,104.6,2,5,0
1659,A,0,1,123.8,6,5,0
1660,B,0,0,13.55,2,1,1
1661,A,1,0,15.44,2,3,0
1662,A,1,1,97.01,9,5,0
1663,B,0,0,26.08,2,2,0
1664,A,1,1,112.04,6,6,0
1665,A,1,0,26.03,4,4,0
1666,B,1,0,33.36,1,2,0
1667,B,1,0,34.58,1,2,0
1668,A,1,1,96.6,2,6,0
1669,A,1,1,93.38,5,5,0
1670,B,1,1,131.96,2,4,0
1671,B,1,1,121.7,4,5,0
1672,A,0,1,90.0,6,6,0
1673,B,1,1,137.71,7,5,0
1674,A,1,1,124.74,7,6,0
1675,A,0,0,34.9,2,4,0
1676,A,0,0,25.31,3,2,0
1677,A,1,1,115.51,4,6,0
1678,A,0,1,124.44,5,6,0
1679,B,1,0,27.15,3,3,0
1680,B,1,1,139.11,4,4,0
1681,B,1,1,130.75,5,5,0
1682,B,0,0,36.48,1,1,0
1683,A,0,0,25.3,5,4,0
1684,A,1,1,123.56,5,5,0
1685,A,1,1,110.68,5,6,0
1686,A,1,1,90.19,5,6,0
1687,B,1,0,39.71,2,3,0
1688,A,1,1,96.63,7,6,0
1689,A,0,1,123.04,6,5,0
1690,B,0,1,127.1,6,5,0
1691,B,0,1,139.76,4,4,0
1692,B,0,0,37.81,4,2,0
1693,B,1,0,33.58,2,1,0
1694,A,0,1,114.1,9,5,0
1695,A,1,0,26.96,2,4,0
1696,B,1,1,107.86,4,5,0
1697,A,1,1,109.42,8,5,0
1698,A,1,0,16.19,1,3,0
1699,A,1,1,110.05,8,5,0
1700,B,0,0,24.14,1,2,0
1701,A,0,1,93.78,3,6,0
1702,B,1,1,144.05,4,4,0
1703,A,1,1,120.83,5,6,0
1704,A,0,0,23.97,4,2,0
1705,A,1,0,25.29,1,2,0
1706,B,1,1,125.52,5,4,0
1707,A,1,1,114.84,4,6,0
1708,B,0,0,26.94,1,1,0
1709,B,1,0,36.96,1,1,0
1710,B,1,0,29.48,1,2,0
1711,A,1,0,21.06,2,2,0
1712,A,1,0,24.15,4,2,0
1713,A,1,1,100.91,4,5,0
1714,A,1,1,111.94,5,6,0
1715,B,0,0,27.78,2,1,0
1716,B,0,0,33.81,1,3,0
1717,B,1,1,140.16,3,5,0
1718,A,1,0,18.96,2,3,0
1719,B,0,1,126.69,10,4,0
1720,A,1,1,113.54,3,6,0
1721,B,1,1,123.64,6,4,0
1722,A,1,1,113.57,6,5,0
1723,A,0,0,27.89,6,2,0
1724,B,0,0,37.5,4,3,0
1725,B,0,1,121.94,3,4,0
1726,B,0,1,118.57,5,4,0
1727,B,1,1,124.92,3,5,0
1728,A,1,0,17.23,5,4,0
1729,B,1,1,133.64,3,4,0
1730,B,1,0,24.03,3,3,0
1731,B,0,0,40.0,5,2,0
1732,A,1,1,123.55,6,5,0
1733,A,1,0,24.09,1,2,0
1734,B,0,0,36.2,1,1,0
1735,A,1,1,90.0,3,5,0
1736,B,1,1,150.0,2,5,0
1737,A,1,1,100.92,5,6,0
1738,A,0,0,23.16,5,4,0
1739,A,0,0,11.01,2,3,1
1740,A,1,1,113.84,6,6,0
1741,B,0,0,24.36,2,2,0
1742,B,1,0,31.61,5,2,0
1743,B,0,0,27.73,1,2,0
1744,A,1,1,95.07,9,5,0
1745,B,1,1,119.96,7,4,0
1746,B,0,1,130.26,10,4,0
1747,B,1,1,115.19,1,5,0
1748,A,1,1,99.01,5,6,0
1749,A,1,1,115.96,2,5,0
1750,A,0,0,40.0,4,4,0
1751,B,1,1,132.78,2,4,0
1752,B,1,0,25.5,1,1,0
1753,B,1,1,124.33,2,5,0
1754,A,1,1,108.38,8,5,0
1755,A,1,1,103.81,1,5,0
1756,B,0,0,36.42,4,1,0
1757,A,0,0,25.52,1,4,0
1758,A,1,1,118.89,7,6,0
1759,A,1,1,104.23,2,5,0
1760,A,1,1,123.91,4,5,0
1761,B,1,1,126.34,5,4,0
1762,A,0,0,17.2,1,3,0
1763,A,1,1,134.13,1,5,0
1764,A,1,1,90.0,5,5,0
1765,A,1,0,18.83,2,3,0
1766,B,1,1,121.73,5,5,0
1767,B,0,0,40.0,1,3,0
1768,A,1,1,129.68,1,6,0
1769,A,0,0,34.46,3,2,0
1770,A,0,0,21.69,3,4,0
1771,A,1,1,137.11,6,6,0
1772,A,0,0,26.58,6,2,0
1773,A,1,1,119.73,4,6,0
1774,B,1,1,129.8,4,4,0
1775,A,1,1,107.41,11,6,0
1776,B,0,0,29.49,3,1,0
1777,B,1,1,125.9,6,4,0
1778,A,1,1,115.3,5,5,0
1779,B,1,1,131.67,4,5,0
1780,B,1,1,127.69,4,5,0
1781,B,1,1,143.1,6,5,0
1782,B,0,1,98.33,2,5,0
1783,B,1,0,34.06,3,1,0
1784,B,1,1,135.18,1,5,0
1785,A,1,0,32.03,1,4,0
1786,B,0,0,30.61,2,3,0
1787,B,0,0,32.25,2,3,0
1788,B,0,1,137.86,4,5,0
1789,A,1,1,125.89,7,5,0
1790,B,0,0,29.2,1,3,0
1791,A,1,1,111.2,8,6,0
1792,B,1,1,144.79,4,4,0
1793,A,1,1,90.0,6,5,0
1794,A,0,0,19.17,1,3,0
1795,B,1,0,39.8,2,3,0
1796,B,1,0,37.56,1,2,0
1797,A,1,0,27.66,9,2,0
1798,B,1,0,28.31,2,2,0
1799,A,1,0,17.83,4,4,0
1800,A,1,1,100.91,6,6,0
1801,A,1,1,126.58,9,6,0
1802,A,0,0,19.6,6,2,0
1803,A,0,1,109.22,6,6,0
1804,B,0,0,26.48,3,2,0
1805,A,0,1,118.11,5,5,0
1806,A,1,1,101.54,4,5,0
1807,B,1,1,127.02,3,4,0
1808,A,1,1,90.0,10,6,0
1809,B,0,0,21.32,4,2,0
1810,B,0,0,31.05,1,3,0
1811,B,1,1,114.75,2,4,0
1812,A,0,0,38.74,1,3,0
1813,A,1,1,90.0,7,6,0
1814,A,0,0,18.4,2,2,0
1815,B,0,0,31.1,1,2,0
1816,A,1,1,103.62,8,6,0
1817,B,0,1,116.96,4,5,0
1818,A,1,1,96.5,6,5,0
1819,B,1,0,25.06,2,2,0
1820,A,1,1,104.56,4,5,0
1821,A,1,1,131.42,5,5,0
1822,A,0,1,108.94,5,6,0
1823,B,0,0,38.1,2,1,0
1824,B,1,1,133.07,4,4,0
1825,A,0,0,31.8,3,2,0
1826,A,0,1,90.0,2,5,0
1827,B,1,0,29.17,3,2,0
1828,B,0,0,38.84,1,3,0
1829,B,1,1,122.28,8,5,0
1830,A,0,1,129.15,3,6,0
1831,B,1,0,39.9,2,1,0
1832,A,1,1,102.37,6,6,0
1833,B,1,1,122.97,5,5,0
1834,A,1,1,95.84,8,5,0
1835,B,1,1,121.7,7,5,0
1836,B,1,1,115.67,5,4,0
1837,B,0,0,33.57,1,2,0
1838,B,0,1,113.44,6,4,0
1839,B,1,1,134.04,6,5,0
1840,A,1,1,115.54,10,6,0
1841,B,1,0,21.03,1,1,0
1842,B,1,1,143.5,2,4,0
1843,B,0,1,133.14,1,5,0
1844,A,0,1,117.0,2,6,0
1845,B,0,0,26.45,1,3,0
1846,A,1,0,28.36,1,4,0
1847,B,0,0,37.76,4,1,0
1848,B,0,1,127.01,3,5,0
1849,A,0,1,132.02,6,5,0
1850,B,0,1,128.44,5,4,0
1851,A,0,0,31.99,3,3,0
1852,A,1,1,111.52,5,6,0
1853,B,1,0,34.51,4,3,0
1854,A,0,0,12.3,3,4,1
1855,B,0,0,33.23,4,2,0
1856,B,0,1,120.65,6,5,0
1857,A,1,0,18.08,3,2,0
1858,A,1,1,128.93,2,6,0
1859,A,1,0,22.5,2,3,0
1860,A,1,1,95.96,7,6,0
1861,B,1,1,124.41,3,5,0
1862,B,0,1,115.0,4,4,0
1863,A,0,0,34.04,1,2,0
1864,B,0,0,26.83,1,2,0
1865,B,1,1,133.29,6,5,0
1866,B,0,0,39.14,2,2,0
1867,B,1,1,123.0,6,5,0
1868,A,1,0,27.72,1,4,0
1869,A,1,0,16.79,2,2,0
1870,B,1,0,40.0,2,2,0
1871,A,1,0,30.55,2,4,0
1872,A,1,1,105.69,3,5,0
1873,A,1,1,98.73,4,6,0
1874,B,1,0,30.32,1,1,0
1875,B,1,1,124.6,6,5,0
1876,B,1,1,147.53,3,4,0
1877,A,1,1,93.29,3,6,0
1878,B,0,0,31.81,1,2,0
1879,B,1,0,30.89,3,1,0
1880,A,1,1,106.59,10,5,0
1881,B,1,1,126.91,3,5,0
1882,B,1,1,126.84,2,4,0
1883,A,1,1,118.48,3,5,0
1884,A,1,1,115.31,6,5,0
1885,A,0,0,26.93,3,4,0
1886,B,0,1,97.66,3,4,0
1887,B,0,1,131.0,6,4,0
1888,B,1,1,111.44,4,4,0
1889,A,1,1,115.76,5,6,0
1890,A,1,1,125.69,7,6,0
1891,B,1,0,25.44,3,2,0
1892,B,0,1,125.38,3,5,0
1893,A,1,1,100.81,9,6,0
1894,A,1,1,122.83,6,6,0
1895,A,0,0,24.67,4,4,0
1896,A,0,0,36.1,5,3,0
1897,B,1,1,132.14,2,5,0
1898,A,1,1,110.91,6,6,0
1899,B,1,1,128.68,6,5,0
1900,B,1,1,136.18,8,4,0
1901,B,1,0,20.57,3,2,0
1902,A,1,1,109.02,5,6,0
1903,A,1,1,107.16,6,6,0
1904,A,1,1,116.71,3,6,0
1905,A,0,0,22.69,6,4,0
1906,B,0,0,24.77,2,3,0
1907,A,0,0,24.05,2,4,0
1908,A,1,1,95.01,8,5,0
1909,B,1,1,108.75,4,4,0
1910,A,1,1,116.73,5,6,0
1911,B,1,1,133.79,2,5,0
1912,B,1,0,33.8,3,2,0
1913,B,0,0,38.82,4,1,0
1914,B,0,0,27.01,1,2,0
1915,B,1,1,113.69,6,5,0
1916,B,1,1,127.3,3,4,0
1917,B,1,0,28.91,3,2,0
1918,B,1,1,119.58,1,4,0
1919,A,1,1,107.04,4,6,0
1920,A,1,1,100.66,3,5,0
1921,A,1,0,11.15,1,3,1
1922,A,0,0,20.91,4,3,0
1923,B,0,0,24.18,1,2,0
1924,A,0,0,25.62,5,2,0
1925,B,1,0,27.06,2,3,0
1926,A,1,1,121.34,5,5,0
1927,A,1,1,127.25,7,6,0
1928,A,1,0,28.76,3,2,0
1929,B,1,1,112.49,5,4,0
1930,A,0,1,126.06,5,5,0
1931,B,0,1,143.76,5,5,0
1932,B,0,0,31.11,1,3,0
1933,A,1,1,123.88,3,5,0
1934,A,0,0,20.14,4,3,0
1935,A,1,1,90.0,5,6,0
1936,B,1,1,120.4,3,5,0
1937,A,1,1,128.75,2,6,0
1938,B,0,0,22.05,1,1,0
1939,B,0,0,31.0,3,1,0
1940,A,1,1,108.41,5,6,0
1941,A,0,0,20.41,1,4,0
1942,B,0,0,28.34,1,3,0
1943,B,1,1,128.72,5,5,0
1944,B,1,1,122.38,7,4,0
1945,A,1,1,90.94,6,5,0
1946,B,0,0,32.29,1,1,0
1947,A,1,0,31.51,1,3,0
1948,B,0,0,36.22,5,3,0
1949,B,1,1,119.9,4,5,0
1950,A,0,0,15.24,6,3,0
1951,B,1,1,125.16,3,5,0
1952,A,1,1,126.81,5,6,0
1953,A,0,0,28.52,7,3,0
1954,B,0,0,35.22,2,2,0
1955,A,0,1,118.68,5,6,0
1956,A,1,1,113.05,6,6,0
1957,B,0,0,31.72,1,2,0
1958,A,1,0,28.64,2,2,0
1959,A,1,1,101.45,5,6,0
1960,A,1,1,91.03,2,6,0
1961,B,1,0,35.34,2,2,0
1962,A,1,1,122.85,5,5,0
1963,B,0,0,24.29,1,3,0
1964,B,1,1,136.22,3,4,0
1965,A,1,0,35.77,2,3,0
1966,A,1,0,23.98,4,2,0
1967,A,1,0,18.27,2,2,0
1968,B,1,0,31.74,3,1,0
1969,A,0,0,20.15,6,2,0
1970,A,0,0,19.68,1,4,0
1971,A,0,0,27.03,3,4,0
1972,A,0,1,90.0,7,6,0
1973,A,1,0,13.89,3,3,1
1974,B,1,1,128.19,7,4,0
1975,B,0,1,127.78,1,4,0
1976,A,1,0,26.4,5,2,0
1977,A,1,0,37.13,4,3,0
1978,A,1,0,24.73,4,3,0
1979,A,1,1,115.18,8,5,0
1980,B,0,0,25.15,2,1,0
1981,A,1,1,117.22,5,6,0
1982,B,1,1,122.74,6,5,0
1983,B,0,0,31.43,1,1,0
1984,A,1,0,23.24,3,3,0
1985,B,1,0,37.2,5,2,0
1986,B,0,0,23.14,3,1,0
1987,B,1,1,105.17,3,4,0
1988,B,1,1,125.87,7,4,0
1989,A,0,0,27.28,4,2,0
1990,A,1,1,109.83,6,5,0
1991,B,1,1,140.32,4,4,0
1992,A,0,0,27.06,2,4,0
1993,A,1,1,101.23,4,5,0
1994,A,0,0,7.72,2,3,1
1995,A,0,1,105.15,2,5,0
1996,A,1,1,120.34,2,5,0
1997,B,1,1,124.08,4,5,0
1998,A,1,1,108.34,2,6,0
1999,A,1,0,26.95,2,3,0
2000,A,1,1,95.82,4,6,0
2001,A,1,1,115.48,6,5,0
2002,B,1,0,40.0,1,1,0
2003,B,1,1,126.27,1,5,0
2004,B,1,0,24.23,2,2,0
2005,B,1,1,127.33,1,5,0
2006,A,1,1,90.0,6,5,0
2007,B,0,0,33.02,2,2,0
2008,A,1,1,113.43,5,5,0
2009,A,1,1,128.11,2,5,0
2010,A,0,0,22.64,3,2,0
2011,A,1,1,112.9,2,5,0
2012,A,1,1,97.66,2,6,0
2013,B,1,1,124.44,8,4,0
2014,B,0,0,21.85,4,1,0
2015,B,0,0,29.83,2,1,0
2016,B,1,1,124.95,3,4,0
2017,A,1,1,111.59,6,6,0
2018,B,0,0,27.26,1,3,0
2019,A,1,1,109.0,10,6,0
2020,B,1,1,124.67,4,4,0
2021,A,0,0,21.68,7,2,0
2022,A,1,1,108.96,4,5,0
2023,B,0,1,128.41,2,4,0
2024,A,1,1,117.13,3,5,0
2025,A,0,0,23.16,3,2,0
2026,B,1,1,124.5,7,4,0
2027,A,0,1,105.83,7,6,0
2028,B,0,0,26.71,1,1,0
2029,B,0,1,124.4,2,5,0
2030,B,1,0,40.0,4,3,0
2031,A,1,1,97.05,7,5,0
2032,A,1,0,22.05,1,3,0
2033,A,1,1,103.35,8,6,0
2034,B,1,0,29.52,1,2,0
2035,A,1,1,104.03,5,6,0
2036,B,0,0,32.68,3,3,0
2037,B,1,0,20.74,1,3,0
2038,A,1,1,120.45,9,5,0
2039,B,1,1,134.33,3,4,0
2040,A,1,1,93.09,6,5,0
2041,A,1,1,90.0,4,5,0
2042,A,1,1,96.28,2,6,0
2043,A,1,1,105.09,3,6,0
2044,A,1,1,138.96,1,5,0
2045,B,1,1,133.43,4,4,0
2046,B,0,0,20.15,2,2,0
2047,B,1,1,121.1,4,4,0
2048,A,1,1,107.36,2,6,0
2049,A,1,1,111.04,7,6,0
2050,A,0,1,92.22,12,6,0
2051,B,0,0,30.19,1,2,0
2052,A,1,0,18.98,4,2,0
2053,B,1,0,24.38,2,1,0
2054,B,0,0,32.56,1,1,0
2055,A,1,1,117.29,6,5,0
2056,A,1,0,29.89,1,2,0
2057,B,0,0,34.45,1,2,0
2058,A,1,1,102.03,1,6,0
2059,B,0,0,35.29,3,1,0
2060,A,0,1,111.71,2,6,0
2061,A,0,1,109.61,4,5,0
2062,B,1,1,121.88,3,5,0
2063,A,0,1,102.04,7,5,0
2064,B,1,1,128.74,2,5,0
2065,A,1,1,137.28,9,6,0
2066,B,0,0,32.81,1,2,0
2067,B,1,0,27.33,3,2,0
2068,A,1,0,18.17,1,2,0
2069,B,1,1,123.08,3,4,0
2070,A,0,1,134.13,5,6,0
2071,A,1,1,103.21,8,5,0
2072,A,1,1,118.88,2,5,0
2073,B,1,1,124.24,5,5,0
2074,B,0,0,32.57,2,2,0
2075,A,0,0,29.54,1,4,0
2076,A,1,1,101.14,1,5,0
2077,B,1,0,27.15,5,3,0
2078,A,1,1,127.91,9,6,0
2079,A,0,0,30.89,1,3,0
2080,B,0,0,35.74,2,3,0
2081,A,0,0,29.51,2,3,0
2082,B,1,1,132.6,6,4,0
2083,A,0,0,38.12,6,4,0
2084,B,0,0,31.26,2,1,0
2085,A,0,1,114.93,3,6,0
2086,A,0,1,90.59,7,5,0
2087,B,1,1,119.75,6,5,0
2088,A,1,1,93.59,2,6,0
2089,B,0,0,38.64,2,1,0
2090,A,0,1,90.0,5,6,0
2091,B,0,0,28.59,3,1,0
2092,B,1,1,98.06,4,4,0
2093,B,1,0,26.01,2,1,0
2094,B,1,1,123.09,3,4,0
2095,A,1,1,124.62,4,6,0
2096,A,1,1,112.76,6,5,0
2097,B,0,0,26.0,2,3,0
2098,B,1,1,138.66,4,5,0
2099,B,1,1,128.18,4,5,0
2100,A,1,1,108.45,5,6,0
2101,A,1,1,93.57,1,6,0
2102,A,0,1,96.12,5,5,0
2103,A,0,0,18.22,1,2,0
2104,B,1,1,128.46,7,5,0
2105,B,0,0,31.47,2,2,0
2106,B,0,0,40.0,2,3,0
2107,A,0,1,112.62,6,6,0
2108,A,1,1,90.0,3,6,0
2109,A,0,0,25.84,3,4,0
2110,B,1,0,22.3,1,2,0
2111,B,1,0,25.2,2,1,0
2112,A,1,1,98.25,3,5,0
2113,B,1,0,27.02,1,1,0
2114,A,1,1,91.5,4,5,0
2115,A,1,0,25.42,5,2,0
2116,B,1,0,22.54,2,1,0
2117,A,0,1,112.28,11,5,0
2118,B,0,1,150.0,1,5,0
2119,A,1,1,92.05,8,5,0
2120,B,0,0,29.29,3,1,0
2121,B,0,0,15.86,2,2,0
2122,B,0,0,29.19,1,3,0
2123,A,1,1,115.71,3,5,0
2124,A,0,1,116.65,6,5,0
2125,B,0,0,31.46,1,3,0
2126,B,0,0,36.34,2,2,0
2127,A,1,1,138.55,4,5,0
2128,A,1,0,35.99,2,4,0
2129,A,1,1,101.73,4,6,0
2130,B,1,1,113.49,3,4,0
2131,A,1,1,103.13,5,6,0
2132,A,1,1,96.64,5,5,0
2133,B,0,0,33.71,5,2,0
2134,A,0,1,93.83,4,6,0
2135,A,1,1,107.13,4,5,0
2136,A,0,0,29.87,3,2,0
2137,B,1,0,30.4,2,2,0
2138,B,0,0,25.32,5,1,0
2139,B,0,0,38.05,1,2,0
2140,B,0,0,19.73,1,2,0
2141,B,0,0,29.03,1,3,0
2142,B,1,1,127.58,1,5,0
2143,B,0,0,31.1,1,2,0
2144,A,1,1,110.17,6,5,0
2145,A,0,0,28.27,2,3,0
2146,B,0,0,30.79,1,2,0
2147,A,1,0,21.42,4,4,0
2148,A,1,1,103.11,7,5,0
2149,B,0,0,27.33,3,3,0
2150,A,1,1,117.45,7,6,0
2151,A,1,1,100.24,5,5,0
2152,A,0,0,29.93,1,4,0
2153,A,1,1,108.23,7,6,0
2154,A,0,0,20.35,4,2,0
2155,B,1,1,134.18,2,4,0
2156,B,1,0,26.64,3,3,0
2157,B,0,1,134.38,3,5,0
2158,A,1,1,110.55,8,5,0
2159,B,1,0,27.42,3,2,0
2160,A,0,1,114.34,7,5,0
2161,A,1,1,114.56,5,5,0
2162,A,1,1,121.89,5,6,0
2163,A,1,1,119.59,5,5,0
2164,B,0,0,33.95,7,3,0
2165,B,0,0,24.23,1,3,0
2166,A,0,1,137.38,5,5,0
2167,B,1,1,113.96,7,5,0
2168,A,0,0,30.64,4,3,0
2169,B,0,0,33.59,2,3,0
2170,B,0,1,116.26,1,4,0
2171,A,1,1,106.51,3,5,0
2172,B,0,0,30.53,1,2,0
2173,A,0,0,33.14,4,2,0
2174,B,1,1,120.87,5,4,0
2175,A,1,1,104.86,11,5,0
2176,A,0,0,7.65,2,2,1
2177,B,1,0,40.0,2,2,0
2178,B,0,0,24.58,2,2,0
2179,A,1,1,111.92,8,6,0
2180,B,0,0,30.39,4,1,0
2181,B,1,1,127.02,5,5,0
2182,A,1,1,117.72,7,6,0
2183,A,0,0,35.7,2,4,0
2184,B,1,0,32.51,4,1,0
2185,A,0,0,28.59,4,3,0
2186,A,1,1,111.95,3,5,0
2187,A,1,1,120.21,4,6,0
2188,B,1,1,123.37,3,4,0
2189,B,0,0,37.45,3,3,0
2190,A,0,1,121.33,8,6,0
2191,B,1,0,37.5,1,3,0
2192,A,1,1,100.08,10,5,0
2193,B,1,1,126.32,4,5,0
2194,A,1,0,25.68,5,4,0
2195,A,1,1,91.55,3,6,0
2196,B,0,0,40.0,1,1,0
2197,A,1,1,107.85,5,5,0
2198,B,1,0,32.7,4,3,0
2199,B,1,1,122.23,3,5,0
2200,A,0,1,92.08,7,6,0
2201,A,1,0,19.77,2,4,0
2202,B,1,1,130.19,4,4,0
2203,A,1,1,116.08,4,6,0
2204,A,1,0,25.13,3,3,0
2205,A,1,1,112.16,4,6,0
2206,A,1,1,103.96,4,5,0
2207,A,0,0,27.47,3,4,0
2208,B,1,1,142.83,7,4,0
2209,B,0,0,35.23,1,1,0
2210,A,1,1,117.71,7,6,0
2211,A,1,1,111.53,8,6,0
2212,A,1,0,13.48,3,3,1
2213,B,1,1,117.55,2,4,0
2214,A,0,0,27.18,3,3,0
2215,B,1,1,127.89,5,4,0
2216,B,1,1,132.4,2,5,0
2217,B,0,0,40.0,3,1,0
2218,A,0,0,29.08,4,4,0
2219,B,1,1,140.59,9,5,0
2220,A,0,1,109.14,6,5,0
2221,B,1,0,26.16,1,1,0
2222,A,1,1,107.31,5,5,0
2223,B,1,0,26.17,1,3,0
2224,A,1,1,126.7,2,5,0
2225,B,1,1,135.9,2,5,0
2226,A,1,0,27.64,2,2,0
2227,A,0,1,122.83,4,5,0
2228,A,0,0,9.86,2,3,1
2229,A,0,0,28.12,2,3,0
2230,B,1,1,114.89,1,4,0
2231,B,1,1,127.93,1,4,0
2232,A,1,1,104.26,5,5,0
2233,B,0,0,34.97,2,3,0
2234,A,0,1,110.74,9,5,0
2235,A,1,1,124.14,3,6,0
2236,B,1,0,27.39,2,2,0
2237,A,1,1,116.51,10,6,0
2238,A,1,1,109.95,4,6,0
2239,B,1,1,111.65,4,4,0
2240,A,1,1,96.98,11,5,0
2241,A,0,0,22.95,4,2,0
2242,A,1,1,121.35,3,6,0
2243,A,1,0,27.25,3,4,0
2244,B,0,0,23.99,7,2,0
2245,B,1,1,126.6,4,5,0
2246,B,1,0,40.0,3,1,0
2247,A,1,0,24.78,2,3,0
2248,A,1,1,104.07,7,6,0
2249,B,1,1,132.92,3,4,0
2250,A,0,1,117.16,1,5,0
2251,A,1,1,102.53,4,5,0
2252,A,1,1,114.03,10,6,0
2253,A,1,1,104.05,6,6,0
2254,B,1,0,35.32,5,2,0
2255,B,0,0,32.02,4,1,0
2256,B,0,0,33.89,1,2,0
